    0.000000000000000E+00    0.200000000000000E+00    0.301788733939032E+00    0.848348943283718E-01    0.863654239024839E+00    0.228804004190831E-02    0.760000000000000E+00    0.500000000000002E+00    0.288469141182515E-01    0.398271218288101E+00   -0.234794634738737E-02
    0.200000000000000E+01    0.200000000000000E+00    0.301624631932297E+00    0.847577030571408E-01    0.863696794637912E+00    0.228810582480532E-02    0.760000000000000E+00    0.500000000000001E+00    0.150920942409982E-14    0.398243954972015E+00   -0.248798349980416E-02
    0.400000000000000E+01    0.200000000000000E+00    0.301829150711065E+00    0.848610858924409E-01    0.863752461393479E+00    0.228820563978170E-02    0.760000000000000E+00    0.500000000000001E+00    0.168615121864946E-14    0.398008111790736E+00   -0.268584946212370E-02
    0.600000000000000E+01    0.200000000000000E+00    0.302358334110795E+00    0.851308401854366E-01    0.863787943260814E+00    0.228842266109659E-02    0.760000000000000E+00    0.500000000000002E+00    0.153696499971545E-14    0.397628853327124E+00   -0.282281201678598E-02
    0.800000000000000E+01    0.200000000000000E+00    0.303164468927324E+00    0.855456716101420E-01    0.863779712607865E+00    0.228878754583839E-02    0.760000000000000E+00    0.500000000000003E+00    0.291433543964104E-14    0.397275878892319E+00   -0.292079018178972E-02
    0.100000000000000E+02    0.200000000000000E+00    0.304208560683032E+00    0.860909060807708E-01    0.863711532677655E+00    0.228934867934151E-02    0.760000000000000E+00    0.500000000000003E+00    0.153523027623947E-14    0.397007565945950E+00   -0.298956753662801E-02
    0.120000000000000E+02    0.200000000000000E+00    0.305460523710129E+00    0.867573489147703E-01    0.863573212367266E+00    0.229015614652436E-02    0.760000000000000E+00    0.500000000000001E+00    0.291433543964104E-14    0.396659950752105E+00   -0.303415957187572E-02
    0.140000000000000E+02    0.200000000000000E+00    0.306898623402975E+00    0.875400580360154E-01    0.863359707689291E+00    0.229125165758210E-02    0.760000000000000E+00    0.500000000000002E+00    0.165839564303383E-14    0.396150729062725E+00   -0.306314216070414E-02
    0.160000000000000E+02    0.200000000000000E+00    0.308508116781996E+00    0.884370345952368E-01    0.863070200592153E+00    0.229266766231345E-02    0.760000000000000E+00    0.500000000000001E+00    0.157512891618694E-14    0.395573571031373E+00   -0.308544792254629E-02
    0.180000000000000E+02    0.200000000000000E+00    0.310278822391036E+00    0.894478046357628E-01    0.862707077424787E+00    0.229442995515657E-02    0.760000000000000E+00    0.500000000000003E+00    0.302535774210355E-14    0.394926986329003E+00   -0.311063555040089E-02
    0.200000000000000E+02    0.200000000000000E+00    0.312202002938581E+00    0.905721675202820E-01    0.862274774064850E+00    0.229655933366972E-02    0.760000000000000E+00    0.500000000000002E+00    0.292647850397287E-14    0.394186404224273E+00   -0.314850420449473E-02
    0.220000000000000E+02    0.200000000000000E+00    0.314267729398262E+00    0.918093131394219E-01    0.861778549493450E+00    0.229907193815174E-02    0.760000000000000E+00    0.500000000000003E+00    0.153349555276350E-14    0.393410118612648E+00   -0.320504663390719E-02
    0.239999999999999E+02    0.200000000000000E+00    0.316463848870703E+00    0.931574264428450E-01    0.861223287749590E+00    0.230197909335411E-02    0.760000000000000E+00    0.500000000000002E+00    0.158206781009085E-14    0.392617355344769E+00   -0.328190203571128E-02
    0.259999999999999E+02    0.200000000000000E+00    0.318776425618586E+00    0.946136788117444E-01    0.860612404064581E+00    0.230528742958474E-02    0.760000000000000E+00    0.500000000000002E+00    0.299760216648792E-14    0.391795444171420E+00   -0.337856126947523E-02
    0.279999999999999E+02    0.200000000000000E+00    0.321190735094549E+00    0.961744304274189E-01    0.859946941075582E+00    0.230899972018192E-02    0.760000000000000E+00    0.500000000000002E+00    0.298025493172815E-14    0.390949483842384E+00   -0.349488793990773E-02
    0.299999999999999E+02    0.200000000000000E+00    0.323692148124785E+00    0.978355697472315E-01    0.859224955866910E+00    0.231311631747189E-02    0.760000000000000E+00    0.500000000000002E+00    0.163064006741820E-14    0.390086755402226E+00   -0.363268931890429E-02
    0.319999999999999E+02    0.200000000000000E+00    0.326266775731199E+00    0.995929395546020E-01    0.858441296164562E+00    0.231763664874435E-02    0.760000000000000E+00    0.500000000000003E+00    0.314678838542193E-14    0.389216623542712E+00   -0.379469266270415E-02
    0.339999999999999E+02    0.200000000000000E+00    0.328902039022225E+00    0.101442781186127E+00    0.857587811634144E+00    0.232256026602208E-02    0.760000000000000E+00    0.500000000000003E+00    0.291433543964104E-14    0.388347109610679E+00   -0.398258177564906E-02
    0.360000000000000E+02    0.200000000000000E+00    0.331587251672886E+00    0.103382117199038E+00    0.856653949447457E+00    0.232788745510062E-02    0.760000000000000E+00    0.500000000000002E+00    0.298372437868011E-14    0.387478702112520E+00   -0.419635306429947E-02
    0.380000000000000E+02    0.200000000000000E+00    0.334314121753684E+00    0.105409018168697E+00    0.855627609835098E+00    0.233361982947311E-02    0.760000000000000E+00    0.500000000000003E+00    0.308086889333481E-14    0.386610765231937E+00   -0.443495960053115E-02
    0.400000000000000E+02    0.200000000000000E+00    0.337077035638058E+00    0.107522759114886E+00    0.854496118564803E+00    0.233976122149842E-02    0.760000000000000E+00    0.500000000000002E+00    0.298372437868011E-14    0.385743434455809E+00   -0.469721541403125E-02
    0.420000000000001E+02    0.200000000000000E+00    0.339873073285513E+00    0.109723905688151E+00    0.853247193638623E+00    0.234631879600061E-02    0.760000000000000E+00    0.500000000000002E+00    0.302535774210355E-14    0.384877511375527E+00   -0.498207362989814E-02
    0.440000000000001E+02    0.200000000000000E+00    0.342701825944929E+00    0.112014364005344E+00    0.851869817815987E+00    0.235330408241976E-02    0.760000000000000E+00    0.500000000000002E+00    0.309474668114262E-14    0.384014178147125E+00   -0.528817568790591E-02
    0.460000000000001E+02    0.200000000000000E+00    0.345565143588920E+00    0.114397405546512E+00    0.850354955500973E+00    0.236073370407193E-02    0.760000000000000E+00    0.500000000000003E+00    0.165839564303383E-14    0.383151774092780E+00   -0.561335505815395E-02
    0.480000000000001E+02    0.200000000000000E+00    0.348466891851976E+00    0.116877657729558E+00    0.848696068718072E+00    0.236862981938630E-02    0.760000000000000E+00    0.500000000000002E+00    0.167921232474555E-14    0.382285535272337E+00   -0.595466111880297E-02
